Id,date,weight_kg_rounded,sleep_minutes,total_time_in_bed,time_in_bed_not_sleeping,TotalSteps,total_distance_rounded_km,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,activity_level_steps
6290855005,2016-05-10,,,,,0,0.0,0,0,0,0,1440,Sedentary
6117666160,2016-04-12,,,,,0,0.0,1496,0,0,0,1440,Sedentary
6117666160,2016-04-13,,,,,0,0.0,1496,0,0,0,1440,Sedentary
6117666160,2016-04-14,,,,,0,0.0,1496,0,0,0,1440,Sedentary
6117666160,2016-04-15,,,,,14019,10.59,2865,0,6,513,921,Extremely High Activity
6117666160,2016-04-16,,380,398,18,14450,10.91,2828,7,15,518,502,Extremely High Activity
6117666160,2016-04-17,,336,350,14,7150,5.4,2225,0,0,312,702,Ideal Activity
6117666160,2016-04-18,,493,510,17,5153,3.91,2018,0,0,241,759,Moderate Activity
6117666160,2016-04-19,,465,492,27,11135,8.41,2606,0,0,480,425,High Activity
6117666160,2016-04-20,,474,502,28,10449,8.02,2536,26,10,349,587,High Activity
6117666160,2016-04-21,,508,550,42,19542,15.01,4900,11,19,294,579,Extremely High Activity
6117666160,2016-04-22,,480,546,66,8206,6.2,2409,0,0,402,413,Ideal Activity
6117666160,2016-04-23,,492,539,47,11495,8.68,2651,0,0,512,468,High Activity
6117666160,2016-04-24,,353,367,14,7623,5.76,2305,0,0,362,711,Ideal Activity
6117666160,2016-04-25,,,,,0,0.0,1497,0,0,0,1440,Sedentary
6117666160,2016-04-26,,,,,9543,7.21,2450,0,7,352,1077,High Activity
6117666160,2016-04-27,,542,557,15,9411,7.11,2576,0,0,458,417,High Activity
6117666160,2016-04-28,,393,416,23,3403,2.6,1879,0,0,141,758,Low Activity
6117666160,2016-04-29,,600,636,36,9592,7.24,2560,0,0,461,479,High Activity
6117666160,2016-04-30,,,,,6987,5.28,2275,0,0,343,1040,Moderate Activity
6117666160,2016-05-01,,507,575,68,8915,6.73,2361,0,0,397,525,Ideal Activity
6117666160,2016-05-02,,,,,4933,3.73,2044,0,0,236,1204,Low Activity
6117666160,2016-05-03,,,,,0,0.0,1496,0,0,0,1440,Sedentary
6117666160,2016-05-04,,,,,2997,2.26,1902,0,0,156,1279,Extremely Low Activity
6117666160,2016-05-05,,392,415,23,9799,7.4,2636,0,0,487,479,High Activity
6117666160,2016-05-06,,658,698,40,3365,2.68,1838,0,0,133,673,Low Activity
6117666160,2016-05-07,,498,507,9,7336,5.54,2469,0,0,412,456,Ideal Activity
6117666160,2016-05-08,,555,603,48,7328,5.53,2250,0,0,318,517,Ideal Activity
6117666160,2016-05-09,,492,522,30,4477,3.38,1248,0,0,197,125,Low Activity
5577150313,2016-04-12,,419,438,19,8135,6.08,3405,86,16,140,728,Ideal Activity
5577150313,2016-04-13,,432,458,26,5077,3.79,2551,15,11,144,776,Moderate Activity
5577150313,2016-04-14,,477,497,20,8596,6.42,4022,118,30,176,662,Ideal Activity
5577150313,2016-04-15,,392,413,21,12087,9.08,4005,115,54,199,695,Extremely High Activity
5577150313,2016-04-16,,406,445,39,14269,10.66,4274,184,56,158,472,Extremely High Activity
5577150313,2016-04-17,90.7,549,583,34,12231,9.14,4552,200,37,159,525,Extremely High Activity
5577150313,2016-04-18,,527,553,26,9893,7.39,3625,114,32,130,623,High Activity
5577150313,2016-04-19,,449,465,16,12574,9.42,3501,108,23,111,733,Extremely High Activity
5577150313,2016-04-20,,447,480,33,8330,6.22,3192,87,16,113,773,Ideal Activity
5577150313,2016-04-21,,414,437,23,10830,8.09,4018,110,74,175,670,High Activity
5577150313,2016-04-22,,338,366,28,9172,6.85,3329,62,30,200,823,High Activity
5577150313,2016-04-23,,384,402,18,7638,5.71,3152,24,24,223,627,Ideal Activity
5577150313,2016-04-24,,543,615,72,15764,11.78,4392,210,65,141,425,Extremely High Activity
5577150313,2016-04-25,,421,461,40,6393,4.78,3374,61,38,214,743,Moderate Activity
5577150313,2016-04-26,,354,377,23,5325,3.98,3088,38,32,181,759,Moderate Activity
5577150313,2016-04-27,,424,452,28,6805,5.14,3294,63,16,190,773,Moderate Activity
5577150313,2016-04-28,,361,372,11,9841,7.43,3580,99,51,141,692,High Activity
5577150313,2016-04-29,,459,485,26,7924,5.92,3544,97,36,165,739,Ideal Activity
5577150313,2016-04-30,,412,433,21,12363,9.24,4501,207,45,163,621,Extremely High Activity
5577150313,2016-05-01,,379,398,19,13368,9.99,4546,194,72,178,499,Extremely High Activity
5577150313,2016-05-02,,525,553,28,7439,5.56,3014,37,20,235,732,Ideal Activity
5577150313,2016-05-03,,508,543,35,11045,8.25,3795,97,8,212,580,High Activity
5577150313,2016-05-04,,603,634,31,5206,3.89,2755,25,9,141,631,Moderate Activity
5577150313,2016-05-05,,74,78,4,7550,5.64,3004,45,21,143,1153,Ideal Activity
5577150313,2016-05-06,,,,,4950,3.7,2643,41,16,79,1304,Low Activity
5577150313,2016-05-07,,,,,0,0.0,1819,0,0,0,1440,Sedentary
5577150313,2016-05-08,,,,,0,0.0,1819,0,0,0,1440,Sedentary
5577150313,2016-05-09,,,,,3421,2.56,2489,34,11,70,1099,Low Activity
5577150313,2016-05-10,,504,562,58,8869,6.65,3841,104,37,194,639,Ideal Activity
5577150313,2016-05-11,,431,476,45,4038,3.04,1665,45,15,63,257,Low Activity
5553957443,2016-04-12,,441,464,23,11596,7.57,2026,19,13,277,767,High Activity
5553957443,2016-04-13,,455,488,33,4832,3.16,1718,0,0,226,647,Low Activity
5553957443,2016-04-14,,357,418,61,17022,11.12,2324,61,41,256,693,Extremely High Activity
5553957443,2016-04-15,,377,409,32,16556,10.86,2254,58,38,239,689,Extremely High Activity
5553957443,2016-04-16,,651,686,35,5771,3.77,1831,0,0,288,521,Moderate Activity
5553957443,2016-04-17,,350,402,52,655,0.43,1397,0,0,46,943,Sedentary
5553957443,2016-04-18,,520,541,21,3727,2.43,1683,0,0,206,622,Low Activity
5553957443,2016-04-19,,357,410,53,15482,10.11,2284,69,28,249,756,Extremely High Activity
5553957443,2016-04-20,,658,678,20,2713,1.77,1570,0,0,148,598,Extremely Low Activity
5553957443,2016-04-21,,399,431,32,12346,8.06,2066,47,42,177,801,Extremely High Activity
5553957443,2016-04-22,,322,353,31,11682,7.63,2105,25,16,270,781,High Activity
5553957443,2016-04-23,,631,725,94,4112,2.69,1776,0,0,272,443,Low Activity
5553957443,2016-04-24,,553,640,87,1807,1.18,1507,0,0,104,582,Extremely Low Activity
5553957443,2016-04-25,,433,468,35,10946,7.19,2033,51,11,201,732,High Activity
5553957443,2016-04-26,,412,453,41,11886,7.76,2093,40,18,238,750,High Activity
5553957443,2016-04-27,,347,391,44,10538,6.88,1922,16,16,206,745,High Activity
5553957443,2016-04-28,,421,457,36,11393,7.63,1999,49,13,165,727,High Activity
5553957443,2016-04-29,,450,495,45,12764,8.33,2169,46,15,270,709,Extremely High Activity
5553957443,2016-04-30,,775,843,68,1202,0.78,1463,0,0,84,506,Extremely Low Activity
5553957443,2016-05-01,,622,686,64,5164,3.37,1747,0,0,237,436,Moderate Activity
5553957443,2016-05-02,,409,471,62,9769,6.38,1996,23,9,227,724,High Activity
5553957443,2016-05-03,,380,429,49,12848,8.39,2116,26,29,247,812,Extremely High Activity
5553957443,2016-05-04,,447,470,23,4249,2.77,1698,0,0,224,651,Low Activity
5553957443,2016-05-05,,419,464,45,14331,9.51,2156,44,29,241,692,Extremely High Activity
5553957443,2016-05-06,,400,434,34,9632,6.29,1916,21,9,229,761,High Activity
5553957443,2016-05-07,,442,470,28,1868,1.22,1494,0,0,96,902,Extremely Low Activity
5553957443,2016-05-08,,568,608,40,6083,4.0,1762,3,8,210,505,Moderate Activity
5553957443,2016-05-09,,453,494,41,11611,7.58,2272,59,22,251,667,High Activity
5553957443,2016-05-10,,418,443,25,16358,10.71,2335,61,40,265,707,Extremely High Activity
5553957443,2016-05-11,,463,486,23,4926,3.22,1693,0,0,195,628,Low Activity
5553957443,2016-05-12,,438,475,37,3121,2.04,741,8,6,48,222,Low Activity
4702921684,2016-04-12,,425,439,14,7213,5.88,2947,0,0,263,718,Ideal Activity
4702921684,2016-04-13,,400,430,30,6877,5.58,2898,0,0,258,777,Moderate Activity
4702921684,2016-04-14,,384,415,31,7860,6.37,2984,0,0,271,772,Ideal Activity
4702921684,2016-04-15,,253,257,4,6506,5.28,2896,1,8,256,944,Moderate Activity
4702921684,2016-04-16,,382,406,24,11140,9.03,3328,3,24,335,556,High Activity
4702921684,2016-04-17,,591,612,21,12692,10.29,3394,12,66,302,437,Extremely High Activity
4702921684,2016-04-18,,293,312,19,9105,7.38,3013,22,30,191,890,High Activity
4702921684,2016-04-19,,457,487,30,6708,5.44,2812,10,8,179,757,Moderate Activity
4702921684,2016-04-20,,454,468,14,8793,7.13,3061,2,29,260,717,Ideal Activity
4702921684,2016-04-21,,425,434,9,6530,5.3,2729,4,41,144,901,Moderate Activity
4702921684,2016-04-22,,,,,1664,1.35,2241,0,0,72,1341,Extremely Low Activity
4702921684,2016-04-23,,465,475,10,15126,12.27,3691,9,66,408,469,Extremely High Activity
4702921684,2016-04-24,,480,506,26,15050,12.22,3538,15,95,281,542,Extremely High Activity
4702921684,2016-04-25,,370,380,10,9167,7.43,3064,6,15,270,730,High Activity
4702921684,2016-04-26,,421,429,8,6108,4.95,2784,1,8,216,765,Moderate Activity
4702921684,2016-04-27,,432,449,17,7047,5.72,2908,1,16,238,733,Ideal Activity
4702921684,2016-04-28,,442,461,19,9023,7.32,3033,14,9,232,738,High Activity
4702921684,2016-04-29,,433,447,14,9930,8.05,3165,12,19,267,692,High Activity
4702921684,2016-04-30,,479,501,22,10144,8.23,3115,4,36,263,728,High Activity
4702921684,2016-05-01,,,,,0,0.0,2017,0,0,0,1440,Sedentary
4702921684,2016-05-02,,,,,7245,5.92,2859,5,40,195,1131,Ideal Activity
4702921684,2016-05-03,,327,373,46,9454,7.67,3145,0,0,313,729,High Activity
4702921684,2016-05-04,,412,434,22,8161,6.62,3004,4,15,251,757,Ideal Activity
4702921684,2016-05-05,,414,428,14,8614,6.99,3006,8,5,241,745,Ideal Activity
4702921684,2016-05-06,,404,449,45,6943,5.63,2859,1,16,207,682,Moderate Activity
4702921684,2016-05-07,,520,543,23,14370,11.65,3683,5,46,439,577,Extremely High Activity
4702921684,2016-05-07,,520,543,23,14370,11.65,3683,5,46,439,577,Extremely High Activity
4702921684,2016-05-08,,,,,12857,10.43,3287,9,125,192,1019,Extremely High Activity
4702921684,2016-05-09,,435,458,23,8232,6.68,2990,0,12,253,746,Ideal Activity
4702921684,2016-05-10,,416,431,15,10613,8.61,3172,1,37,262,701,High Activity
4702921684,2016-05-11,,354,366,12,9810,7.96,3069,10,41,235,784,High Activity
4702921684,2016-05-12,,404,442,38,2752,2.23,1240,0,0,68,241,Extremely Low Activity
4558609924,2016-04-12,,,,,5135,3.39,1909,0,0,318,1122,Moderate Activity
4558609924,2016-04-13,,,,,4978,3.29,1722,19,7,127,1287,Low Activity
4558609924,2016-04-14,,,,,6799,4.49,1922,0,0,279,1161,Moderate Activity
4558609924,2016-04-15,,,,,7795,5.15,2121,17,30,262,1131,Ideal Activity
4558609924,2016-04-16,,,,,7289,4.82,1997,8,12,308,1112,Ideal Activity
4558609924,2016-04-17,,,,,9634,6.4,2117,7,19,304,1110,High Activity
4558609924,2016-04-18,69.7,,,,8940,5.91,2116,14,15,331,1080,Ideal Activity
4558609924,2016-04-19,,,,,5401,3.57,1876,1,9,248,1182,Moderate Activity
4558609924,2016-04-20,,,,,4803,3.17,1788,0,0,222,1218,Low Activity
4558609924,2016-04-21,,126,137,11,13743,9.08,2486,6,21,432,844,Extremely High Activity
4558609924,2016-04-22,,,,,9601,6.35,2094,20,25,273,1122,High Activity
4558609924,2016-04-23,,,,,6890,4.55,2085,5,5,308,1122,Moderate Activity
4558609924,2016-04-24,,,,,8563,5.66,2173,0,0,395,1045,Ideal Activity
4558609924,2016-04-25,70.3,,,,8095,5.35,2225,18,10,340,993,Ideal Activity
4558609924,2016-04-26,,103,121,18,9148,6.05,2223,12,41,283,1062,High Activity
4558609924,2016-04-27,,,,,9557,6.32,2098,27,14,312,1087,High Activity
4558609924,2016-04-28,,,,,9451,6.25,2185,1,11,367,985,High Activity
4558609924,2016-04-29,,171,179,8,7833,5.18,1918,15,29,197,1096,Ideal Activity
4558609924,2016-04-30,,,,,10319,6.82,2105,7,29,293,1111,High Activity
4558609924,2016-05-01,69.9,115,129,14,3428,2.27,1692,0,0,190,1121,Low Activity
4558609924,2016-05-02,69.2,,,,7891,5.22,2066,0,0,383,1057,Ideal Activity
4558609924,2016-05-03,,,,,5267,3.48,1953,21,10,237,1172,Moderate Activity
4558609924,2016-05-04,,,,,5232,3.46,1842,0,0,252,1188,Moderate Activity
4558609924,2016-05-05,,,,,10611,7.01,2262,14,8,370,1048,High Activity
4558609924,2016-05-06,,,,,3755,2.48,1722,0,0,202,1238,Low Activity
4558609924,2016-05-07,,,,,8237,5.44,1973,23,16,233,1116,Ideal Activity
4558609924,2016-05-08,,123,134,11,6543,4.33,2666,66,35,238,1019,Moderate Activity
4558609924,2016-05-09,69.1,,,,11451,7.57,2223,6,30,339,1065,High Activity
4558609924,2016-05-10,,,,,6435,4.25,1889,11,18,220,1191,Moderate Activity
4558609924,2016-05-11,,,,,9108,6.02,2131,4,31,324,1081,High Activity
4558609924,2016-05-12,,,,,6307,4.17,1452,0,0,247,736,Moderate Activity
4445114986,2016-04-12,,429,457,28,3276,2.2,2113,0,0,196,787,Low Activity
4445114986,2016-04-13,,370,406,36,2961,1.99,2095,0,0,194,840,Extremely Low Activity
4445114986,2016-04-14,,441,492,51,3974,2.67,2194,0,0,231,717,Low Activity
4445114986,2016-04-15,,337,379,42,7198,4.83,2496,0,0,350,711,Ideal Activity
4445114986,2016-04-16,,462,499,37,3945,2.65,2180,0,0,225,716,Low Activity
4445114986,2016-04-17,,98,107,9,2268,1.52,1933,0,0,114,1219,Extremely Low Activity
4445114986,2016-04-18,,,,,6155,4.24,2248,25,6,162,1247,Moderate Activity
4445114986,2016-04-19,,388,424,36,2064,1.39,1954,0,0,121,895,Extremely Low Activity
4445114986,2016-04-20,,439,462,23,2072,1.39,1974,0,0,137,841,Extremely Low Activity
4445114986,2016-04-21,,436,469,33,3809,2.56,2150,0,0,215,756,Low Activity
4445114986,2016-04-22,,388,417,29,6831,4.58,2432,0,0,317,706,Moderate Activity
4445114986,2016-04-23,,,,,4363,2.93,2149,0,0,201,1239,Low Activity
4445114986,2016-04-24,,,,,5002,3.36,2247,0,0,244,1196,Moderate Activity
4445114986,2016-04-25,,328,345,17,3385,2.27,2070,0,0,179,916,Low Activity
4445114986,2016-04-26,,353,391,38,6326,4.41,2291,29,1,180,839,Moderate Activity
4445114986,2016-04-27,,332,374,42,7243,5.03,2361,32,1,194,839,Ideal Activity
4445114986,2016-04-28,,419,442,23,4493,3.01,2203,0,0,236,762,Low Activity
4445114986,2016-04-29,,106,108,2,4676,3.14,2196,0,0,226,1106,Low Activity
4445114986,2016-04-30,,322,353,31,6222,4.18,2363,0,0,290,797,Moderate Activity
4445114986,2016-05-01,,439,459,20,5232,3.51,2246,0,0,240,741,Moderate Activity
4445114986,2016-05-02,,502,542,40,6910,4.75,2336,27,4,200,667,Moderate Activity
4445114986,2016-05-03,,417,450,33,7502,5.18,2421,30,2,233,725,Ideal Activity
4445114986,2016-05-04,,337,363,26,2923,1.96,2070,0,0,180,897,Extremely Low Activity
4445114986,2016-05-05,,462,513,51,3800,2.55,2120,2,6,185,734,Low Activity
4445114986,2016-05-06,,374,402,28,4514,3.03,2211,0,0,229,809,Low Activity
4445114986,2016-05-07,,401,436,35,5183,3.59,2123,26,4,108,866,Moderate Activity
4445114986,2016-05-08,,361,391,30,7303,4.9,2423,0,8,308,733,Ideal Activity
4445114986,2016-05-09,,457,533,76,5275,3.54,2281,0,0,266,641,Moderate Activity
4445114986,2016-05-10,,405,426,21,3915,2.63,2181,0,0,231,783,Low Activity
4445114986,2016-05-11,,499,530,31,9105,6.11,2499,34,22,232,622,High Activity
4445114986,2016-05-12,,483,501,18,768,0.52,1212,0,0,58,380,Sedentary
4388161847,2016-04-12,,,,,10122,7.78,2955,0,0,0,1440,High Activity
4388161847,2016-04-13,,,,,10993,8.45,3092,1,14,150,1275,High Activity
4388161847,2016-04-14,,,,,8863,6.82,2998,10,35,219,945,Ideal Activity
4388161847,2016-04-15,,499,526,27,8758,6.73,3066,0,0,299,837,Ideal Activity
4388161847,2016-04-16,,426,448,22,6580,5.06,3073,6,9,253,609,Moderate Activity
4388161847,2016-04-17,,619,641,22,4660,3.58,2572,0,0,201,721,Low Activity
4388161847,2016-04-18,,99,104,5,11009,9.1,3274,27,8,239,1017,High Activity
4388161847,2016-04-19,,329,338,9,10181,7.83,3015,20,16,249,704,High Activity
4388161847,2016-04-20,,421,451,30,10553,8.12,3083,19,42,228,696,High Activity
4388161847,2016-04-21,,442,458,16,10055,7.73,3069,7,12,272,853,High Activity
4388161847,2016-04-22,,82,85,3,12139,9.34,3544,77,25,220,945,Extremely High Activity
4388161847,2016-04-23,,478,501,23,13236,10.18,3306,58,5,215,749,Extremely High Activity
4388161847,2016-04-24,,552,595,43,10243,7.88,2885,14,8,239,584,High Activity
4388161847,2016-04-25,,,,,12961,9.97,3288,11,31,301,1054,Extremely High Activity
4388161847,2016-04-26,,319,346,27,9461,7.28,2929,14,23,224,673,High Activity
4388161847,2016-04-27,,439,500,61,11193,8.61,3074,11,48,241,684,High Activity
4388161847,2016-04-28,,428,458,30,10074,7.75,2969,19,9,234,878,High Activity
4388161847,2016-04-29,,,,,9232,7.1,2979,13,16,236,1175,High Activity
4388161847,2016-04-30,,409,430,21,12533,9.64,3283,14,43,300,537,Extremely High Activity
4388161847,2016-05-01,,547,597,50,10255,7.89,2926,12,15,241,579,High Activity
4388161847,2016-05-02,,368,376,8,10096,8.4,3147,33,4,204,935,High Activity
4388161847,2016-05-03,,,,,12727,9.79,3290,18,18,306,984,Extremely High Activity
4388161847,2016-05-04,,390,414,24,12375,9.52,3162,35,21,251,632,Extremely High Activity
4388161847,2016-05-05,,471,495,24,9603,7.38,2899,12,39,199,896,High Activity
4388161847,2016-05-05,,471,495,24,9603,7.38,2899,12,39,199,896,High Activity
4388161847,2016-05-06,,,,,13175,10.13,3425,33,45,262,1100,Extremely High Activity
4388161847,2016-05-07,,472,496,24,22770,17.54,4022,120,56,260,508,Extremely High Activity
4388161847,2016-05-08,,529,541,12,17298,14.38,3934,107,38,178,576,Extremely High Activity
4388161847,2016-05-09,,62,65,3,10218,7.86,3013,6,19,258,1020,High Activity
4388161847,2016-05-10,,354,375,21,10299,7.92,3061,13,14,267,648,High Activity
4388161847,2016-05-11,,469,494,25,10201,7.84,2954,8,18,256,858,High Activity
4388161847,2016-05-12,,,,,3369,2.59,1623,0,0,108,825,Low Activity
4319703577,2016-04-12,,,,,7753,5.2,2115,0,0,0,1440,Ideal Activity
4319703577,2016-04-13,,,,,8204,5.5,2135,8,15,96,1234,Ideal Activity
4319703577,2016-04-14,,535,557,22,10210,6.88,2302,1,9,339,589,High Activity
4319703577,2016-04-15,,465,491,26,5664,3.8,1985,0,0,228,752,Moderate Activity
4319703577,2016-04-16,,506,522,16,4744,3.18,1884,0,0,194,724,Low Activity
4319703577,2016-04-17,72.4,,,,29,0.02,1464,0,0,3,1363,Sedentary
4319703577,2016-04-18,,515,551,36,2276,1.55,1632,1,9,58,824,Extremely Low Activity
4319703577,2016-04-19,,461,498,37,8925,5.99,2200,0,0,311,604,Ideal Activity
4319703577,2016-04-20,,523,543,20,8954,6.01,2220,0,18,306,671,Ideal Activity
4319703577,2016-04-21,,59,65,6,3702,2.48,1792,0,0,34,1265,Low Activity
4319703577,2016-04-22,,533,550,17,4500,3.02,1886,1,19,176,709,Low Activity
4319703577,2016-04-23,,692,722,30,4935,3.31,1945,0,0,233,546,Low Activity
4319703577,2016-04-24,,467,501,34,4081,2.74,1880,1,5,191,692,Low Activity
4319703577,2016-04-25,,488,506,18,9259,6.21,2314,0,8,390,544,High Activity
4319703577,2016-04-26,,505,516,11,9899,6.64,2236,8,21,288,649,High Activity
4319703577,2016-04-27,,286,307,21,10780,7.23,2324,6,47,300,680,High Activity
4319703577,2016-04-28,,497,522,25,10817,7.28,2367,13,8,359,552,High Activity
4319703577,2016-04-29,,523,546,23,7990,5.36,2175,6,18,289,624,Ideal Activity
4319703577,2016-04-30,,490,516,26,8221,5.52,2092,6,38,196,695,Ideal Activity
4319703577,2016-05-01,,484,500,16,1251,0.84,1593,0,0,67,836,Extremely Low Activity
4319703577,2016-05-02,,478,506,28,9261,6.24,2270,0,11,344,585,High Activity
4319703577,2016-05-03,,474,512,38,9648,6.47,2235,8,26,287,669,High Activity
4319703577,2016-05-04,72.3,,,,10429,7.02,2282,8,13,313,1106,High Activity
4319703577,2016-05-05,,,,,13658,9.49,2530,27,34,328,957,Extremely High Activity
4319703577,2016-05-06,,450,491,41,9524,6.42,2266,6,11,314,692,High Activity
4319703577,2016-05-07,,507,530,23,7937,5.33,2158,3,28,279,586,Ideal Activity
4319703577,2016-05-08,,602,638,36,3672,2.46,1792,0,0,153,603,Low Activity
4319703577,2016-05-09,,535,565,30,10378,6.96,2345,2,14,374,490,High Activity
4319703577,2016-05-10,,487,517,30,9487,6.37,2260,3,12,329,555,High Activity
4319703577,2016-05-11,,529,558,29,9129,6.13,2232,3,18,311,574,High Activity
4319703577,2016-05-12,,302,321,19,17,0.01,257,0,0,2,0,Sedentary
4057192912,2016-04-12,,,,,5394,4.03,2286,0,0,164,1276,Moderate Activity
4057192912,2016-04-13,,,,,5974,4.47,2306,0,0,160,1280,Moderate Activity
4057192912,2016-04-14,,,,,0,0.0,1776,0,0,0,1440,Sedentary
4057192912,2016-04-15,,,,,3984,2.95,1527,3,6,88,873,Low Activity
4020332650,2016-04-12,,501,541,40,8539,6.12,3654,4,15,331,712,Ideal Activity
4020332650,2016-04-13,,,,,0,0.0,1981,0,0,0,1440,Sedentary
4020332650,2016-04-14,,,,,108,0.08,2011,0,0,3,1437,Sedentary
4020332650,2016-04-15,,,,,1882,1.35,2951,36,18,87,1299,Extremely Low Activity
4020332650,2016-04-16,,77,77,0,1982,1.42,3051,65,21,55,1222,Extremely Low Activity
4020332650,2016-04-17,,,,,16,0.01,1990,0,0,2,1438,Sedentary
4020332650,2016-04-18,,,,,62,0.04,1995,0,0,2,1438,Sedentary
4020332650,2016-04-19,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-04-20,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-04-21,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-04-22,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-04-23,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-04-24,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-04-25,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-04-26,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-04-27,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-04-28,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-04-29,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-04-30,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-05-01,,,,,0,0.0,1980,0,0,0,1440,Sedentary
4020332650,2016-05-02,,,,,475,0.34,2207,0,11,31,1350,Sedentary
4020332650,2016-05-03,,322,332,10,4496,3.22,2828,0,0,174,950,Low Activity
4020332650,2016-05-04,,478,536,58,10252,7.35,3879,13,46,346,531,High Activity
4020332650,2016-05-05,,226,248,22,11728,8.43,3429,38,42,196,916,High Activity
4020332650,2016-05-06,,385,408,23,4369,3.13,2704,0,0,177,855,Low Activity
4020332650,2016-05-07,,,,,6132,4.4,2975,0,0,184,1256,Moderate Activity
4020332650,2016-05-08,,364,402,38,5862,4.2,3089,0,0,263,775,Moderate Activity
4020332650,2016-05-09,,,,,4556,3.27,2785,3,5,173,1225,Low Activity
4020332650,2016-05-10,,442,494,52,5546,3.98,2926,0,0,206,774,Moderate Activity
4020332650,2016-05-11,,,,,3689,2.65,2645,2,8,134,1296,Low Activity
4020332650,2016-05-12,,,,,590,0.42,1120,0,0,21,721,Sedentary
3977333714,2016-04-12,,274,469,195,8856,5.98,1450,44,19,131,777,Ideal Activity
3977333714,2016-04-13,,295,456,161,10035,6.71,1495,31,46,153,754,High Activity
3977333714,2016-04-14,,291,397,106,7641,5.11,1433,5,23,214,801,Ideal Activity
3977333714,2016-04-15,,424,556,132,9010,6.06,1468,15,42,183,644,High Activity
3977333714,2016-04-16,,283,510,227,13459,9.0,1625,31,83,153,663,Extremely High Activity
3977333714,2016-04-17,,381,566,185,10415,6.97,1529,11,58,205,600,High Activity
3977333714,2016-04-18,,412,522,110,11663,7.8,1584,4,95,214,605,High Activity
3977333714,2016-04-19,,219,395,176,12414,8.78,1638,19,67,221,738,Extremely High Activity
3977333714,2016-04-20,,152,305,153,11658,7.83,1554,2,98,164,845,High Activity
3977333714,2016-04-21,,332,512,180,6093,4.08,1397,0,0,242,712,Moderate Activity
3977333714,2016-04-22,,355,476,121,8911,5.96,1481,33,12,188,731,Ideal Activity
3977333714,2016-04-23,,235,372,137,12058,8.07,1638,0,92,252,724,Extremely High Activity
3977333714,2016-04-24,,310,526,216,14112,10.0,1655,30,95,129,660,Extremely High Activity
3977333714,2016-04-25,,262,467,205,11177,8.48,1570,50,9,133,781,High Activity
3977333714,2016-04-26,,250,371,121,11388,7.62,1551,7,95,170,797,High Activity
3977333714,2016-04-27,,349,540,191,7193,5.04,1377,0,10,176,714,Ideal Activity
3977333714,2016-04-28,,261,423,162,7114,4.88,1407,15,8,190,804,Ideal Activity
3977333714,2016-04-29,,333,478,145,10645,7.75,1545,36,32,150,744,High Activity
3977333714,2016-04-30,,237,382,145,13238,9.2,1650,43,52,194,687,Extremely High Activity
3977333714,2016-05-01,,383,626,243,10414,7.07,1501,41,40,124,691,High Activity
3977333714,2016-05-02,,230,384,154,16520,11.05,1760,24,143,176,713,Extremely High Activity
3977333714,2016-05-03,,292,500,208,14335,9.59,1710,47,41,258,594,Extremely High Activity
3977333714,2016-05-04,,213,336,123,13559,9.44,1628,14,96,142,852,Extremely High Activity
3977333714,2016-05-05,,318,480,162,12312,8.58,1618,14,88,178,680,Extremely High Activity
3977333714,2016-05-06,,323,512,189,11677,8.28,1590,29,55,168,676,High Activity
3977333714,2016-05-07,,237,443,206,11550,7.73,1574,0,86,208,703,High Activity
3977333714,2016-05-08,,259,456,197,13585,9.09,1633,9,116,171,688,Extremely High Activity
3977333714,2016-05-09,,,,,14687,10.08,1667,8,122,151,1159,Extremely High Activity
3977333714,2016-05-10,,312,452,140,13072,8.78,1630,1,115,196,676,Extremely High Activity
3977333714,2016-05-11,,,,,746,0.5,52,4,0,9,13,Sedentary
3372868164,2016-04-12,,,,,4747,3.24,1788,0,0,280,1160,Low Activity
3372868164,2016-04-13,,,,,9715,6.63,2093,16,8,371,1045,High Activity
3372868164,2016-04-14,,,,,8844,6.03,2065,6,25,370,1039,Ideal Activity
3372868164,2016-04-15,,,,,7451,5.08,1908,0,0,335,1105,Ideal Activity
3372868164,2016-04-16,,,,,6905,4.73,1908,0,0,356,1084,Moderate Activity
3372868164,2016-04-17,,,,,8199,5.88,1964,11,2,322,1105,Ideal Activity
3372868164,2016-04-18,,,,,6798,4.64,2014,20,7,343,1070,Moderate Activity
3372868164,2016-04-19,,,,,7711,5.26,1985,0,0,376,1064,Ideal Activity
